"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","respondent_t2","respondent_t3","respondent_t4","contacted","survey_language_es","sdo_scale","treat_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","trans.tolerance.dv.t0","trans.tolerance.dv.t1","miami_trans_law_t0_avg","miami_trans_law_t1_avg","gender_nonconformity_t0","gender_nonconformity_t1","treatment.delivered","t1.resid"
"68186",9466,58,"D","Hispanic",0,0,0,1,1,1,1,1,0,2,2,1,2,-2,1,-1,2,2,100,86,73,0,99,-2,2,1,0,0,3,0.480918288230896,2,2,100,85,85,-2,-2,2,0,1,1,1,1,1,1,1,1,0,1,0.480918288230896,0,0.912953114135681,0.705391125528568,1.03458366582342,2,2,0.494053251668546,-1.30883732249572,TRUE,0.112733313628905
"68195",61841,65,"R","Hispanic",1,0,0,1,1,1,1,0,1,-2,-2,-2,-2,-2,0,-2,-2,-3,0,50,50,0,50,-3,4,1,0,0,-2,-1.79542446136475,3,3,50,10,9,0,-2,1,-1,-2,-2,1,1,1,1,1,0,0,0,-1.47667026519775,0,-0.700133816054291,-1.12305205488697,-1.3918778706425,-2,3,-1.37406380726985,-0.426040256342039,FALSE,-0.326849317065036
"68196",17804,68,"R","Hispanic",0,0,0,1,1,1,1,0,1,3,1,-2,-2,-2,0,-2,-2,-3,0,50,50,0,50,-2,1,1,1,0,-1,-1.15791594982147,3,3,2,0,0,-2,-2,0,-2,-2,-2,1,1,1,1,1,0,0,0,-1.47667026519775,0,-1.08106518377401,-1.12305205488697,-1.89177160500332,2,3,-1.37406380726985,-1.30883732249572,FALSE,-1.01925311254375
"68201",18355,60,"N","Hispanic",1,0,0,1,1,1,1,0,0,3,3,-2,0,0,2,1,2,1,71,50,50,31,50,0,1,1,1,0,2,0.523687601089478,2,3,71,50,39,0,-1,2,1,2,2,1,1,1,1,1,0,0,0,0.925474524497986,1,1.26785365447062,1.204120094545,1.3818989718516,3,2.5,0.547622133241092,0.0665943317083116,FALSE,0.358152895063798
"68202",67494,21,"D","Hispanic",1,0,0,1,1,1,0,1,0,3,3,-1,1,-1,2,2,2,3,92,99,100,50,100,3,1,1,1,0,3,1.5935126543045,3,3,86,92,42,1,0,2,2,2,2,1,1,1,1,1,0,0,0,0.925474524497986,0,1.85946284847355,2.03510476672724,1.99228583320688,3,3,0.520837692454819,1.0006274528355,FALSE,0.323907476293258
"68206",19443,68,"N","Hispanic",0,0,0,1,1,1,1,0,0,3,-2,0,-2,-2,2,-1,1,-2,5,50,50,5,93,-2,4,1,1,1,-2,-0.912243366241455,0,0,20,50,20,-1,-1,1,0,0,0,1,1,1,1,1,0,0,1,-0.912243366241455,1,-0.296210945858007,0.429489889081975,0.0869568771840279,0.5,0,-1.37406380726985,-0.374804201368527,FALSE,0.301287270085175
"68207",6188,60,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,2,2,-2,-2,2,-2,1,3,100,81,82,50,90,2,4,1,0,0,3,0.192403718829155,3,3,100,92,50,0,-1,1,-1,1,2,1,1,1,1,1,0,0,0,0.192403718829155,0,1.05908510567732,0.542506317733099,0.91173879821161,2.5,3,-1.37406380726985,0.0665943317083116,FALSE,0.593897463517495
"68208",6964,45,"N","Hispanic",1,0,0,1,0,1,0,0,0,2,0,-1,-1,-2,0,0,-1,0,50,50,40,40,38,0,0,1,1,0,-1,-0.422445297241211,3,0,50,45,47,-1,-1,0,-1,-1,-1,1,0,0,0,1,0,0,0,-0.422445297241211,1,-0.622314817717676,-0.463543934891428,-0.810461037330168,1,1.5,-0.907034542535251,-0.374804201368527,FALSE,-0.456585244542975
"68212",22226,66,"D","Hispanic",1,0,0,1,1,1,0,1,0,2,3,0,-1,-2,1,0,0,0,100,50,50,39,93,0,1,1,1,0,3,0.0421445332467556,2,3,50,50,16,-1,-1,2,0,0,1,1,1,1,1,1,0,0,1,0.0421445332467556,0,0.608582811340646,0.168221142251428,0.491136728497008,2.5,2.5,-0.907034542535251,-0.374804201368527,TRUE,0.159540063437119
"68217",42605,64,"R","Hispanic",0,0,0,1,1,1,1,0,1,-2,-2,1,-2,-2,0,-2,0,-3,9,50,50,50,50,-3,1,1,1,1,-3,-1.55628252029419,2,2,7,50,50,-1,-2,0,-1,0,0,1,1,1,1,1,0,0,1,-1.55628252029419,0,-0.125942119191756,-0.595288623340217,-0.321187449471167,-2,2,-1.37406380726985,-0.867438789418877,TRUE,0.481357182102903
"68218",61493,55,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,2,-2,-2,0,2,2,3,50,93,94,96,50,1,1,1,1,1,2,0.8131023645401,3,3,6,100,100,2,-2,-1,2,2,2,1,0,1,1,1,0,0,1,0.8131023645401,0,1.4900677888834,1.46050896364276,1.51637042638078,3,3,-1.37406380726985,0.456756809811638,TRUE,0.641719440403632
"68222",8990,54,"R","Hispanic",0,0,0,1,1,1,1,0,1,2,2,1,-2,-2,1,-2,-1,-2,0,75,23,70,72,-2,1,1,1,0,-3,-1.04165697097778,2,1,0,45,71,-2,-1,0,-1,0,-1,1,1,1,1,1,0,0,0,-0.618227541446686,0,-0.448183802399542,-0.917238693973804,-0.588137026973427,2,1.5,-1.37406380726985,-0.816202734445365,FALSE,0.162005558941483
"68226",34421,54,"R","Hispanic",0,0,0,1,1,1,1,0,1,0,0,1,-1,1,0,-1,0,-2,25,45,40,0,90,0,3,1,1,0,-2,-0.888552725315094,0,0,16,50,50,-1,-1,0,0,0,0,1,1,1,1,1,0,0,1,-0.888552725315094,0,-0.439186914966468,-0.455036463962877,-0.0961481004795024,0,0,0.574406574027365,-0.374804201368527,FALSE,0.35157753312648
"68234",39648,21,"N","Hispanic",0,0,0,1,0,1,0,0,0,3,3,1,0,0,1,0,-1,3,94,100,100,100,100,3,1,1,1,0,3,0.926753640174866,3,2,70,50,80,-1,0,2,0,0,0,1,1,1,1,1,0,0,0,0.734365582466125,1,0.439071562418106,0.479949853815473,0.270061854847558,3,2.5,0.547622133241092,0.117830386681824,FALSE,-0.464154321747289
"68238",17618,58,"R","Hispanic",1,0,0,1,0,0,0,0,1,-2,-3,-2,0,-2,1,-1,-2,2,50,28,0,50,28,0,1,1,1,1,-2,-1.05760681629181,0,0,50,27,50,-1,-1,0,-1,-2,0,1,0,0,0,1,0,0,0,-0.677631080150604,0,-1.10745070486972,-1.19052696147757,-0.976859107907577,-2.5,0,-0.440005277800652,-0.374804201368527,TRUE,-0.316225716921153
"68239",32587,75,"D","African American",1,1,0,0,1,1,1,1,0,3,3,-2,-1,-1,0,-1,0,2,95,90,90,90,95,2,5,1,1,0,3,0.562835574150085,3,3,100,82,50,1,1,-1,1,1,1,1,1,1,1,1,0,0,1,0.562835574150085,0,0.863631795210266,0.120573963374544,0.682783259512809,3,3,-0.413220837014379,1.49326204088585,FALSE,0.413158362697904
"68241",22129,77,"D","Caucasian",0,0,1,0,1,1,0,1,0,3,3,2,-2,-2,2,-1,-1,3,100,95,100,91,100,3,1,1,1,1,3,0.591845095157623,3,3,98,97,79,-2,-2,2,1,1,-2,1,1,1,1,1,0,0,1,0.591845095157623,0,0.91769182064265,0.477336884872644,0.706497683113482,3,3,-1.37406380726985,-1.30883732249572,TRUE,0.137888200380047
"68245",736,25,"N","Hispanic",0,0,0,1,1,1,0,0,0,2,2,-1,0,0,0,-1,-1,2,87,50,50,50,50,1,0,1,1,0,1,0.0985043421387672,3,2,82,41,54,0,-1,0,0,1,1,1,1,1,1,1,0,0,0,0.0985043421387672,1,0.415092917825682,-0.603796094268768,0.26467631659163,2,2.5,0.547622133241092,0.0665943317083116,FALSE,0.294103233854808
"68257",18912,73,"R","Hispanic",1,0,0,1,1,1,1,0,1,0,2,0,0,-2,0,0,0,0,40,13,12,0,29,-2,1,1,1,0,-3,-0.885775506496429,1,1,41,40,0,-2,-2,0,-2,-1,0,1,1,1,1,1,1,0,0,-0.885775506496429,0,-0.769073342022599,-0.522004058427007,-0.860300216525194,1,1,-0.440005277800652,-1.30883732249572,FALSE,-0.724317804144532
"68262",33350,28,"N","Hispanic",1,0,0,1,1,0,0,0,0,3,3,-2,1,0,2,2,2,3,29,100,100,100,100,0,0,1,1,1,2,1.30230915546417,3,3,50,100,100,2,2,2,1,2,2,1,1,1,1,1,0,0,1,1.30230915546417,1,1.75545635726657,2.03510476672724,1.84064601037971,3,3,1.01465139797569,2.42729516201304,TRUE,-0.0799898184206731
"68268",4878,66,"R","Hispanic",1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,100,-2,4,1,1,1,-2,-0.592933773994446,0,0,0,50,0,0,0,0,0,-1,0,1,1,1,0,1,0,0,0,-0.328424036502838,0,-0.605970671827584,-0.0845401336505679,-0.318472110836244,0,0,0.547622133241092,0.559228919758662,FALSE,-0.465782494171166
"68275",232,61,"R","Hispanic",1,0,0,1,1,0,0,0,1,3,3,-1,-2,-2,2,-2,-2,3,7,50,50,0,50,0,4,1,0,0,-3,-0.466557949781418,3,3,50,50,33,-2,-2,2,-2,-2,0,1,1,1,1,1,1,0,1,-0.466557949781418,0,-0.0987049662808194,-0.617529503082976,-0.624664863849254,3,3,-1.37406380726985,-1.30883732249572,FALSE,-0.550249184214896
"68277",7365,48,"R","Hispanic",1,0,0,1,0,0,0,0,1,3,3,-2,2,2,-2,2,2,3,90,100,100,100,100,3,0,1,1,0,-1,1.40312874317169,3,3,100,100,50,2,2,2,2,2,2,1,1,1,0,1,0,0,1,1.5875164270401,0,1.91899569620879,1.02405966311926,2.06568535937137,3,3,2.46930807375203,2.42729516201304,FALSE,0.725216010708845
"68293",33913,47,"R","Hispanic",1,0,0,1,1,1,1,0,1,0,0,-1,-1,0,1,-1,-1,-1,0,50,50,50,50,-2,3,1,1,0,-3,-0.82948112487793,0,0,0,36,50,-1,0,1,0,0,0,1,1,1,1,1,0,0,0,-0.82948112487793,0,-0.400393429394671,-0.351034818366772,-0.0414922936038408,0,0,0.0805928685064935,0.117830386681824,FALSE,0.166123675815028
"68295",4105,52,"R","Hispanic",1,0,0,1,1,1,1,0,1,3,3,-2,0,0,2,1,-1,3,90,90,90,59,90,2,1,1,1,0,3,0.799824476242065,3,3,90,95,50,2,1,-2,1,1,1,1,1,0,0,1,1,0,0,0.799824476242065,0,0.817396703671565,0.872963289094809,0.618952511866585,3,3,0.547622133241092,1.93466057396269,FALSE,-0.787722656622601
"68315",48604,25,"N","Caucasian",0,0,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,0,0,25,50,50,100,85,1,0,1,1,1,-1,-0.156996190547943,1,1,50,50,100,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,-0.911844968795776,1,-0.362958838073526,-0.0845401336505679,-0.317222974128952,0.5,1,0.0538084277202204,0.559228919758662,FALSE,-0.191950695520675
"68316",5540,59,"N","Caucasian",0,0,1,0,1,1,1,0,0,0,0,1,-2,-2,0,-2,-1,-1,9,2,2,50,50,-2,0,1,0,0,-1,-1.66669368743896,-1,0,50,50,50,-2,-1,0,-1,-1,0,1,1,1,1,1,0,0,0,-0.911844968795776,1,-0.885032415220524,-1.41175634935752,-0.543511459827909,0,-0.5,-1.37406380726985,-0.816202734445365,FALSE,0.706784176066955
"68318",1042,68,"R","Hispanic",0,0,0,1,1,1,1,0,1,2,2,0,-1,-1,-1,0,0,2,50,72,50,29,75,-2,1,1,1,0,-2,-0.260995984077454,2,1,50,55,50,-1,-1,0,0,0,1,1,1,1,1,1,0,0,1,-0.0614997148513794,0,0.114099577142765,-0.337301409552564,0.170801477022757,2,1.5,-0.413220837014379,-0.374804201368527,TRUE,0.246768172898812
"68333",18388,34,"D","Hispanic",1,0,0,1,1,1,0,1,0,3,3,2,-2,-2,1,1,1,2,85,69,50,0,70,0,1,1,1,0,3,0.267119079828262,3,2,81,50,50,-2,-2,2,1,0,0,1,1,1,1,1,0,0,1,0.267119079828262,0,0.602610901360323,0.687477102869628,0.495101203839223,3,2.5,-1.37406380726985,-1.30883732249572,TRUE,0.00410202769633983
"68334",37630,25,"N","Hispanic",1,0,0,1,1,1,0,0,0,3,3,-2,2,0,2,2,2,3,84,90,89,84,85,2,0,1,1,0,2,1.51146900653839,3,3,93,100,50,2,0,2,2,2,2,1,1,1,1,1,0,0,1,1.51146900653839,1,1.91899569620879,1.90847047271301,2.06568535937137,3,3,1.48168066271029,1.44202598591234,FALSE,0.328572390434989
"68344",512,70,"R","Caucasian",0,0,1,0,1,1,1,0,1,3,3,-1,2,1,2,2,2,3,90,90,90,50,90,2,0,1,1,1,2,1.57852804660797,3,3,94,95,80,2,2,2,2,1,2,1,1,1,1,1,0,0,0,1.57852804660797,0,1.71500390951315,1.91998268125976,1.79748664516182,3,3,1.97549436823116,2.42729516201304,FALSE,0.105808120985013
"68347",19057,28,"N","Hispanic",1,0,0,1,0,1,0,0,0,3,3,-2,2,2,2,2,2,3,100,100,100,0,100,-1,0,1,1,1,3,1.56128644943237,3,3,50,100,0,2,2,2,2,2,2,1,1,1,1,1,0,0,1,1.59719300270081,1,1.91899569620879,2.03510476672724,2.06568535937137,3,3,2.46930807375203,2.42729516201304,TRUE,-0.0604288779756026
"68352",18489,20,"N","Hispanic",1,0,0,1,0,0,0,0,0,3,3,0,2,0,2,2,2,3,77,100,100,64,100,0,0,1,1,1,0,1.38131129741669,3,3,80,100,50,1,1,2,2,2,2,1,1,1,1,1,0,0,1,0.771768450737,1,1.91899569620879,2.03510476672724,2.06568535937137,3,3,1.48168066271029,1.49326204088585,TRUE,0.318991880918483
"68362",57521,87,"N","Caucasian",0,0,1,0,1,1,1,0,0,-1,0,1,-2,-2,-1,-2,-1,-1,30,24,5,29,50,-1,4,1,1,0,-1,-1.6118551492691,-3,-3,29,20,21,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,0,1,-1.84096050262451,1,-2.64853740680363,-1.62998099961927,-2.07448274491914,-0.5,-3,-1.37406380726985,-1.30883732249572,TRUE,-0.603761217177122
"68363",24118,57,"R","Caucasian",0,0,1,0,1,1,1,0,1,-2,-2,0,-2,-2,-2,-2,-2,-3,50,0,0,20,50,-2,1,1,1,0,0,-2.07006597518921,-3,-3,10,0,15,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,0,1,-1.84096050262451,0,-2.79736952614172,-2.20418503402838,-2.25798156033038,-2,-3,-1.37406380726985,-1.30883732249572,FALSE,-0.4893655661068
"68365",64062,23,"D","Hispanic",1,0,0,1,0,1,0,1,0,2,2,-1,0,-1,1,1,0,2,50,50,50,30,50,1,1,1,1,1,2,0.391600966453552,2,2,60,60,50,0,-2,1,1,0,1,1,1,1,1,1,0,0,1,0.391600966453552,0,0.580692577935707,0.423595387096253,0.624820507530763,2,2,0.0538084277202204,-0.426040256342039,TRUE,-0.0239966517854837
"68368",60233,62,"D","Hispanic",1,0,0,1,1,1,0,1,0,1,0,2,-2,-2,0,-2,1,-3,9,1,0,0,100,-1,5,1,0,0,-2,-1.56498336791992,2,-1,9,9,50,-2,-2,-1,-2,-2,-2,1,1,1,1,1,0,0,0,-1.56498336791992,0,-1.76406775526202,-0.907017334904262,-1.99230211573179,0.5,0.5,-1.37406380726985,-1.30883732249572,TRUE,-0.848946113026745
"68369",9137,54,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,2,-2,2,1,1,0,1,0,50,50,50,50,50,0,3,1,1,0,2,0.384303569793701,2,1,50,50,50,0,0,0,0,0,0,1,1,1,1,1,0,0,0,-0.117155432701111,0,-0.0852724431572802,0.432102858024804,-0.0961481004795024,2.5,1.5,1.97549436823116,0.559228919758662,FALSE,-0.602519099135796
"68370",64573,58,"R","Hispanic",1,0,0,1,1,1,1,0,1,2,2,1,-1,-1,0,0,0,-1,50,50,50,50,50,-2,3,1,0,0,-2,-0.618614435195923,2,2,50,50,50,-1,-1,1,-1,-1,0,1,1,1,1,1,0,0,0,-0.117155432701111,0,-0.149749906944411,-0.0845401336505679,-0.360406482164378,2,2,-0.413220837014379,-0.374804201368527,FALSE,-0.0667187215267238
"68375",42009,53,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,1,0,0,1,1,1,3,85,50,50,50,80,1,2,1,1,0,3,0.626061737537384,3,3,81,84,50,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0.497559130191803,0,1.164466945361,0.687477102869628,1.06734309638099,3,3,0.547622133241092,1.0006274528355,TRUE,0.256285369348077
"68376",42061,57,"D","Hispanic",0,0,0,1,1,1,1,1,0,2,2,0,0,0,0,0,1,2,97,66,56,50,80,0,0,1,1,0,1,0.369056522846222,3,2,95,65,50,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0.497559130191803,0,0.736667430139852,0.248414833403298,0.66797987274865,2,2.5,0.547622133241092,0.559228919758662,TRUE,0.16562611098925
